userId;state
730;100&5|298&4|7&4|268&4|
743;302&5|9&5|224&5|100&5|
737;137&5|258&5|175&5|127&5|
733;137&5|124&5|100&5|515&5|
745;190&5|98&5|12&5|64&5|
740;289&4|242&4|288&4|294&4|
735;1&4|275&4|181&4|258&4|
747;510&5|923&5|71&5|736&5|
723;172&4|174&4|50&4|258&4|
749;98&5|202&5|173&5|174&5|
748;89&5|175&5|408&5|96&5|
746;172&5|210&5|144&5|174&5|
750;288&4|303&4|301&4|331&4|
739;69&5|1429&5|195&5|97&5|
741;265&5|478&5|98&5|22&5|
751;659&5|28&5|168&5|42&5|
756;1149&5|55&5|100&5|420&4|
757;258&5|515&5|176&5|64&5|
752;271&5|269&5|302&5|327&5|
758;100&5|202&5|195&5|657&5|
742;237&4|13&4|124&4|1&4|
732;286&5|332&5|243&5|304&5|
731;170&5|97&5|215&5|202&5|
754;127&4|282&4|937&4|117&4|
753;71&5|657&5|269&5|427&5|
763;730&5|100&5|961&5|61&5|
764;174&5|69&5|289&5|318&5|
767;177&5|659&5|207&5|98&5|
744;657&5|963&5|508&5|23&4|
755;879&4|748&4|880&4|245&4|
771;8&5|709&5|1129&5|71&5|
762;515&5|955&5|274&4|270&4|
772;331&5|258&5|328&5|313&5|
766;428&5|663&5|208&5|212&5|
774;679&5|519&5|238&5|179&5|
760;776&5|1037&5|195&4|204&4|
761;245&5|546&5|181&5|50&5|
765;14&5|127&5|242&5|286&5|
777;202&5|117&5|652&5|692&5|
776;483&5|509&5|510&5|89&5|
780;313&5|97&5|498&5|204&5|
773;14&5|462&5|187&5|258&5|
779;258&5|21&5|195&5|118&5|
778;367&5|154&5|180&4|98&4|
782;750&4|880&4|895&4|752&4|
786;357&5|200&5|132&5|528&5|
768;300&5|301&5|272&5|14&5|
770;924&5|282&5|813&5|14&5|
788;199&5|28&5|483&5|183&5|
789;276&5|150&5|127&5|9&5|
790;298&5|216&5|762&5|241&5|
783;299&5|346&5|258&4|300&4|
785;195&4|69&4|22&4|79&4|
784;302&5|313&5|307&4|678&4|
794;100&5|24&5|14&5|127&5|
787;750&5|268&4|307&4|326&4|
796;195&5|739&5|147&5|204&5|
795;588&5|7&5|100&5|168&5|
759;118&5|294&5|1&5|121&5|
793;151&5|117&4|591&4|181&4|
781;100&5|179&5|523&5|127&5|
798;736&5|21&5|181&5|50&5|
791;181&5|275&5|306&5|300&5|
802;879&5|769&5|176&5|183&5|
804;22&5|455&5|663&5|64&5|
775;345&5|343&4|333&4|887&4|
792;100&4|124&4|15&4|13&4|
805;185&5|197&5|1157&5|922&5|
806;179&5|196&5|12&5|408&5|
769;222&4|13&4|476&4|1&4|
807;199&5|1066&5|318&5|313&5|
797;127&4|259&3|294&3|1023&3|
801;268&5|895&5|682&5|294&5|
809;315&5|286&4|313&4|340&4|
815;417&5|86&5|65&5|732&5|
821;705&5|318&5|427&5|509&5|
814;98&4|288&4|219&4|665&4|
812;288&4|326&4|678&4|881&4|
823;8&5|98&5|654&5|187&5|
803;887&5|269&5|311&5|321&4|
825;322&5|117&5|405&5|121&5|
817;124&4|24&4|222&4|288&4|
827;272&4|301&4|302&4|748&4|
829;313&4|257&4|1193&4|319&4|
830;210&5|427&5|126&5|554&5|
826;177&5|96&5|176&5|313&5|
831;64&5|210&5|313&5|174&5|
828;59&5|652&5|960&5|958&5|
808;872&5|264&5|750&5|262&5|
799;173&5|174&5|427&5|45&4|
835;196&5|197&5|179&5|325&5|
833;474&5|96&5|179&5|203&5|
811;286&5|258&5|323&5|895&5|
836;663&5|163&5|603&5|170&5|
838;257&5|419&5|56&5|289&5|
839;285&5|475&5|127&5|129&4|
840;480&5|203&5|430&5|168&5|
816;342&4|343&4|1025&4|322&4|
819;744&5|248&5|340&5|302&5|
818;316&4|887&4|258&4|245&4|
832;294&4|181&3|258&3|50&3|
844;921&5|173&5|216&5|432&5|
800;289&4|864&4|405&4|15&4|
843;7&5|271&5|183&5|288&4|
846;4&5|794&5|530&5|302&5|
837;289&5|151&5|845&4|286&4|
813;750&4|307&4|271&4|690&4|
834;316&5|292&5|333&5|475&5|
842;303&5|302&5|874&5|340&5|
847;258&5|222&5|262&5|652&5|
848;294&5|845&5|427&5|973&5|
822;333&4|189&4|1&4|169&4|
810;879&5|902&5|328&5|326&5|
852;290&4|100&4|1&4|235&4|
851;318&5|1016&5|182&5|346&5|
854;238&5|132&5|9&5|493&5|
858;286&4|515&4|1368&4|269&4|
855;529&4|855&4|475&4|512&4|
824;678&3|991&3|294&3|292&3|
849;172&5|15&5|118&5|421&5|
853;302&4|292&4|304&4|270&4|
841;1294&5|689&5|313&5|331&5|
859;3&5|535&5|249&5|421&5|
856;316&5|294&4|286&4|258&4|
820;286&4|343&4|347&4|538&3|
863;306&5|328&5|286&5|895&5|
850;490&5|69&5|294&5|97&5|
860;4&4|508&4|202&4|313&4|
845;903&4|242&4|313&4|308&4|
857;116&5|275&5|14&4|19&4|
864;201&5|95&5|531&5|238&5|
865;1240&5|7&5|408&5|302&5|
862;658&5|742&5|69&5|176&5|
868;178&5|100&5|7&5|135&5|
867;9&5|289&5|31&5|175&5|
870;479&5|45&5|182&5|127&5|
871;313&5|302&5|172&5|195&5|
876;318&5|511&5|527&5|604&5|
872;313&5|272&4|717&4|1061&4|
875;169&5|333&5|423&5|211&5|
877;176&5|662&5|98&5|744&5|
861;1009&5|289&5|52&5|86&5|
880;208&5|272&5|56&5|124&5|
878;14&5|529&5|474&5|512&5|
881;117&5|511&5|125&5|414&5|
879;685&4|181&4|276&4|121&4|
869;515&5|253&4|276&4|310&4|
883;323&5|355&5|512&5|403&5|
873;328&4|342&4|326&4|258&3|
884;529&5|921&5|9&5|269&5|
882;1&5|420&5|496&5|427&5|
886;79&5|1067&5|180&5|178&5|
866;306&4|900&4|321&3|242&3|
885;169&5|660&5|210&5|274&5|
889;512&5|169&5|33&5|462&5|
874;357&5|127&5|116&4|275&4|
890;654&5|208&5|234&5|675&5|
892;187&5|100&5|182&5|50&5|
887;140&5|760&5|673&5|257&5|
891;285&5|866&5|313&5|282&5|
894;960&5|318&5|286&5|59&5|
893;172&5|405&5|161&5|151&4|
896;96&5|98&5|478&5|190&5|
897;597&5|118&5|501&5|498&5|
901;194&5|566&5|1041&5|393&5|
899;95&5|121&5|427&5|174&5|
903;651&5|179&5|30&5|211&5|
904;280&5|421&5|275&5|289&5|
907;278&5|1284&5|1047&5|402&5|
905;591&4|321&4|471&4|129&4|
902;50&5|1&5|79&5|318&5|
898;327&5|288&4|270&4|310&4|
895;151&5|301&4|294&4|742&4|
906;286&5|676&5|100&4|473&4|
900;318&4|124&4|483&4|474&4|
908;427&5|558&4|963&4|423&4|
916;14&5|92&5|156&5|512&5|
911;143&5|153&5|151&5|655&5|
912;655&5|357&5|132&5|483&5|
914;643&4|197&4|371&4|1406&4|
918;213&5|428&5|707&5|507&5|
919;100&5|275&5|272&5|276&5|
921;328&5|181&5|419&5|678&5|
910;182&4|414&4|183&4|742&4|
913;9&5|144&5|613&5|89&5|
915;302&4|286&4|750&4|315&4|
922;98&5|202&5|11&5|265&5|
923;1012&5|181&5|334&5|1277&5|
927;393&5|64&5|288&5|300&5|
924;50&5|504&5|496&5|923&5|
928;98&5|487&5|276&5|127&5|
931;286&5|272&5|333&5|315&5|
917;628&5|740&5|276&5|696&5|
932;484&5|1558&5|199&5|745&5|
909;261&5|116&5|275&5|707&5|
934;69&5|56&5|1449&5|174&5|
933;179&5|64&5|100&5|98&5|
935;742&5|237&5|313&5|864&5|
938;258&5|100&5|370&5|928&5|
929;517&5|135&5|515&5|98&5|
940;56&5|709&5|855&5|482&5|
888;269&5|514&5|191&5|869&4|
942;172&5|95&5|131&5|659&5|
937;275&4|93&4|283&4|303&4|
926;286&4|340&4|258&4|300&3|
943;233&5|471&5|100&5|475&5|
939;1028&5|1051&5|237&5|508&5|
936;1368&5|276&5|919&5|1344&5|
930;121&4|281&4|238&4|282&4|
941;919&5|408&5|298&5|147&4|
920;310&4|258&4|1612&4|350&4|
925;682&4|185&4|323&4|332&4|
