,genres,original_language,popularity,release_date,runtime,status,vote_average,vote_count
10970,8,35,0.939785,2006,110,0,5,17.0
10971,8,7,1.350301,1928,145,0,7,15.0
10972,6,1,7.34846,2006,104,0,6,98.0
10973,8,13,6.7547440000000005,2005,108,0,6,45.0
10974,8,2,2.38476,2005,93,0,6,66.0
10975,5,1,14.938035000000001,2006,108,0,6,1104.0
10976,8,1,3.451518,2006,101,0,6,26.0
10977,14,1,4.028906,2006,97,0,5,18.0
10978,2,1,1.917878,2001,96,0,6,21.0
10979,16,7,0.42053900000000005,1951,109,0,6,6.0
10980,2,2,1.5371,2002,92,0,6,13.0
10981,2,1,8.253802,1952,108,0,7,19.0
10982,2,1,5.7766660000000005,2006,95,0,4,255.0
10983,8,1,5.39865,1936,115,0,6,18.0
10984,2,3,0.622742,2000,150,0,6,18.0
10985,5,24,2.365427,2005,118,0,6,18.0
10986,4,1,9.922577,2006,85,0,6,909.0
10987,6,1,10.297303999999999,2006,147,0,7,1198.0
10988,8,1,4.953729,1966,105,0,5,29.0
10989,3,1,6.829528,2006,98,0,5,241.0
10990,3,1,6.038144,2005,85,0,5,27.0
10991,2,1,2.16539,1955,126,0,6,26.0
10992,2,2,2.271382,2005,124,0,7,14.0
10993,11,13,5.114861,1993,76,0,6,46.0
10994,15,1,0.035283999999999996,1971,117,0,10,1.0
10995,2,1,0.724273,1938,90,0,3,4.0
10996,10,1,0.9110530000000001,1940,125,0,4,8.0
10997,2,16,0.8655440000000001,1963,131,0,8,16.0
10998,2,1,1.441529,1959,95,0,5,16.0
10999,4,1,3.291757,1992,88,0,4,18.0
11000,3,1,0.708481,2005,105,0,6,3.0
11001,3,1,2.515565,2006,80,0,3,13.0
11002,2,1,1.359057,1977,48,0,7,11.0
11003,3,1,7.82187,2006,118,0,6,360.0
11004,14,1,1.8310009999999999,2006,93,0,6,12.0
11005,2,13,1.43638,2004,86,0,6,24.0
11006,3,1,1.0614860000000002,1948,116,0,6,24.0
11007,2,1,9.338989,2006,85,0,5,61.0
11008,3,1,12.142183000000001,2006,86,0,5,44.0
11009,14,1,1.389875,2005,83,0,6,9.0
11010,2,1,1.757911,2004,110,0,6,10.0
11011,14,1,2.048857,2005,93,0,6,17.0
11012,2,1,10.815760000000001,2006,115,0,7,39.0
11013,4,1,23.065078,2006,144,0,7,3930.0
11014,7,1,15.088318,2006,108,0,5,1457.0
11015,3,1,3.8568269999999996,2006,84,0,5,70.0
11016,8,1,14.922904,2006,126,0,6,1519.0
11017,16,1,9.614816000000001,2006,120,0,6,120.0
11018,3,1,5.162761,2006,93,0,5,109.0
11019,3,1,3.8982360000000003,2006,81,0,6,50.0
11020,3,1,14.043416,2006,136,0,6,1259.0
11021,2,1,1.6431099999999998,1941,82,0,4,8.0
11022,2,1,0.8272889999999999,2004,143,0,6,14.0
11023,11,1,11.556057000000001,2006,112,0,7,51.0
11024,6,1,7.659357000000001,2005,120,0,6,198.0
11025,6,1,2.216329,2006,85,0,6,34.0
11026,6,1,6.677536,2003,88,0,4,18.0
11027,3,1,5.397239,2006,116,0,5,101.0
11028,2,2,2.760745,1938,100,0,6,17.0
11029,9,2,1.412839,1974,193,0,7,25.0
11030,2,1,0.336991,1930,66,0,6,3.0
11031,2,1,1.530243,1932,78,0,5,10.0
11032,8,1,4.248169,1903,12,0,7,116.0
11033,3,10,4.7286980000000005,1965,45,0,7,34.0
11034,3,1,7.98193,2006,93,0,6,419.0
11035,2,1,0.264959,1960,103,0,5,6.0
11036,3,1,0.287051,1939,86,0,4,6.0
11037,6,2,6.926251,2006,99,0,7,342.0
11038,5,1,10.382533,2005,90,0,5,53.0
11039,3,1,3.115951,1948,83,0,6,13.0
11040,10,1,1.095995,1976,98,0,6,13.0
11041,6,3,3.2489779999999997,1991,237,0,8,45.0
11042,14,1,1.01593,2004,72,0,4,5.0
11043,2,1,4.68645,2006,101,0,6,36.0
11044,3,1,5.9852360000000004,2006,97,0,5,162.0
11045,5,1,11.951258000000001,2006,93,0,5,197.0
11046,2,1,12.477872,2006,143,0,7,2344.0
11047,2,1,2.0760080000000003,1936,71,0,6,24.0
11048,4,1,1.028259,1975,112,0,5,10.0
11049,11,1,5.632803,1965,106,0,5,13.0
11050,2,1,3.233724,2006,92,0,7,37.0
11051,3,1,5.437197,2006,90,0,5,68.0
11052,2,1,0.708427,2006,90,0,6,1.0
11053,3,1,10.254314,2006,97,0,5,300.0
11054,1,1,9.851133,2006,104,0,4,990.0
11055,2,1,11.697604,2006,102,0,6,858.0
11056,2,5,0.765523,2005,90,0,8,4.0
11057,2,1,5.108321,2006,122,0,5,73.0
11058,8,1,1.153412,1924,80,0,6,14.0
11059,2,1,2.744345,1955,124,0,7,36.0
11060,5,1,2.702334,2004,83,0,4,12.0
11061,3,1,5.978211,2006,92,0,5,48.0
11062,8,3,9.161849,2005,118,0,6,85.0
11063,2,1,1.143836,2005,91,0,6,6.0
11064,2,1,0.933263,1931,80,0,7,10.0
11065,3,1,0.656431,1932,79,0,6,14.0
11066,2,1,2.388788,1983,130,0,6,10.0
11067,2,1,1.8283220000000002,1986,111,0,5,14.0
11068,4,10,0.9076290000000001,1973,143,0,4,7.0
11069,20,1,1.210668,1956,103,0,6,24.0
11070,2,1,0.911178,1961,112,0,6,8.0
11071,2,1,11.370183,2006,125,0,7,319.0
11072,2,1,5.401746,2006,124,0,6,189.0
11073,7,13,6.74453,2004,91,0,6,108.0
11074,4,1,8.302414,1982,103,0,8,36.0
11075,2,1,11.057536,2006,167,0,6,342.0
11076,2,1,7.739633,2006,134,0,6,292.0
11077,2,2,2.051237,2006,85,0,6,32.0
11078,14,1,0.651714,2006,100,0,6,16.0
11079,14,7,0.934533,2005,96,0,7,18.0
11080,16,4,5.619235,1971,112,0,6,50.0
11081,6,1,13.585232999999999,2007,123,0,7,368.0
11082,14,1,0.525385,2006,255,0,7,10.0
11083,2,2,0.9884149999999999,2005,130,0,7,8.0
11084,2,7,1.3981,1969,90,0,6,12.0
11085,5,1,6.610774,2006,180,0,7,249.0
11086,2,51,1.070492,1976,86,0,8,15.0
11087,2,1,2.88364,1986,93,0,6,25.0
11088,2,2,0.516347,2004,110,0,6,5.0
11089,3,1,3.4035830000000002,2006,109,0,6,66.0
11090,2,1,8.593086999999999,2006,92,0,6,239.0
11091,5,1,1.7960650000000002,1973,87,0,5,28.0
11092,8,1,7.965505,1999,95,0,5,52.0
11093,6,1,0.6713359999999999,1941,69,0,6,10.0
11094,11,2,2.4193740000000004,1997,96,0,6,14.0
11095,4,1,5.756379,2006,87,0,5,207.0
11096,8,3,6.238036,2006,114,0,6,206.0
11097,3,26,3.422864,2006,90,0,6,68.0
11098,3,1,1.618751,1994,92,0,4,16.0
11099,12,1,5.290831,2006,108,0,5,87.0
11100,2,1,6.185658,2005,110,0,6,12.0
11101,8,1,11.649588,2006,141,0,7,553.0
11102,15,1,0.346945,1943,104,0,6,4.0
11103,5,1,7.888302,2006,84,0,4,119.0
11104,7,1,13.139892999999999,2006,75,0,4,108.0
11105,8,1,4.068478,2006,106,0,5,48.0
11106,8,1,11.107148,2007,84,0,4,78.0
11107,2,1,5.607508,2007,114,0,6,90.0
11108,2,1,8.599342,2006,92,0,6,143.0
11109,4,1,11.621534,2006,94,0,6,663.0
11110,6,14,1.3208870000000001,1999,118,0,5,22.0
11111,2,1,7.528482,2006,76,0,6,55.0
11112,3,1,8.152676,2006,97,0,5,507.0
11113,2,1,0.469667,2004,103,0,6,5.0
11114,15,2,3.454623,1967,124,0,7,74.0
11115,2,7,2.988528,1974,110,0,7,45.0
11116,2,1,2.162008,1951,123,0,4,10.0
11117,2,1,2.196695,2006,73,0,6,36.0
11118,1,3,2.591175,2006,131,0,6,37.0
11119,2,1,3.740068,2006,95,0,6,48.0
11120,3,39,0.885042,2006,95,0,3,1.0
11121,6,10,1.909852,2005,126,0,6,14.0
11122,6,1,0.649011,1932,73,0,5,7.0
11123,3,2,4.454569,1953,115,0,7,34.0
11124,3,4,2.865776,1952,107,0,7,45.0
11125,2,1,1.2743879999999999,2006,115,0,5,9.0
11126,2,2,2.337139,2005,102,0,4,14.0
11127,2,1,2.725556,2006,112,0,5,19.0
11128,4,1,2.454709,2007,93,0,4,45.0
11129,6,1,7.655603,2006,122,0,6,463.0
11130,8,1,7.160966999999999,2007,84,0,5,253.0
11131,9,1,4.028773,2006,85,0,6,66.0
11132,1,2,2.952714,1960,80,0,7,15.0
11133,20,1,5.499612,2005,86,0,4,54.0
11134,2,1,1.3915799999999998,1946,109,0,7,8.0
11135,2,25,5.099115,2006,124,0,7,102.0
11136,11,14,3.376611,2006,97,0,7,61.0
11137,14,21,0.460854,2005,162,0,8,5.0
11138,3,1,2.317554,1963,18,0,6,33.0
11139,3,1,1.38669,2005,90,0,4,6.0
11140,3,1,1.756489,2005,99,0,5,16.0
11141,5,1,2.230313,1986,80,0,5,20.0
11142,3,13,2.186388,2005,114,0,7,34.0
11143,2,1,0.6577390000000001,1939,125,0,6,5.0
11144,11,29,1.2494020000000001,2004,170,0,7,16.0
11145,2,24,4.892157,1966,74,0,7,54.0
11146,4,1,8.460206,2007,96,0,7,1146.0
11147,3,1,1.521008,2006,86,0,5,22.0
11148,3,1,2.783147,2004,80,0,4,12.0
11149,2,1,2.7778560000000003,1978,83,0,6,27.0
11150,2,2,1.547374,1932,55,0,6,27.0
11151,3,1,0.9080520000000001,2006,96,0,5,17.0
11152,2,1,1.606225,2005,100,0,6,12.0
11153,3,13,4.321776,1977,88,0,7,117.0
11154,3,1,1.4892940000000001,2006,99,0,6,18.0
11155,14,1,0.769595,2005,180,0,6,12.0
11156,3,1,11.276024000000001,2007,108,0,6,132.0
11157,14,1,4.457291000000001,2006,90,0,5,58.0
11158,2,1,8.557727,2005,108,0,6,31.0
11159,14,1,1.046864,1964,39,1,7,21.0
11160,14,1,0.001021,1970,52,0,7,20.0
11161,3,13,0.719233,1947,72,0,6,9.0
11162,8,14,2.0044049999999998,2004,107,0,6,38.0
11163,3,1,5.953412999999999,2006,111,0,5,109.0
11164,8,1,7.906434,2006,109,0,6,541.0
11165,2,1,5.415846,2007,98,0,5,92.0
11166,8,1,5.549608999999999,2007,86,0,3,334.0
11167,9,1,9.629399000000001,2007,90,0,5,216.0
11168,3,1,14.764607,2007,102,0,5,194.0
11169,6,1,2.159558,2007,121,0,6,666.0
11170,3,1,7.667874,2007,101,0,5,434.0
11171,8,1,0.53403,1966,73,0,4,3.0
11172,12,13,1.486509,1966,95,0,7,10.0
11173,3,25,4.0661059999999996,2006,95,0,6,58.0
11174,8,1,2.941626,2006,118,0,7,56.0
11175,2,1,5.694413,2006,108,0,6,88.0
11176,7,1,20.508029999999998,2007,111,0,7,4510.0
11177,2,1,5.070446,2006,87,0,5,35.0
11178,8,13,2.482068,2004,128,0,6,25.0
11179,2,2,3.3254610000000002,1961,87,0,7,27.0
11180,7,1,0.766972,1971,74,0,6,12.0
11181,2,2,6.980486,2006,120,0,6,213.0
11182,4,1,6.862146000000001,2006,104,0,6,124.0
11183,20,25,1.495971,2005,124,0,6,12.0
11184,3,1,3.055036,2004,93,0,5,55.0
11185,8,3,8.416631,2005,93,0,6,72.0
11186,2,1,0.24238400000000002,1962,105,0,6,6.0
11187,3,1,8.960677,2006,95,0,6,279.0
11188,3,1,0.619657,1970,94,0,4,9.0
11189,8,1,0.870174,1982,97,0,6,14.0
11190,13,1,4.407038,2006,90,0,4,18.0
11191,2,1,10.488933,2006,79,0,5,23.0
11192,2,2,10.021547,2006,128,0,6,96.0
11193,6,1,0.47589,2004,86,0,6,4.0
11194,4,1,4.315717,1997,176,0,6,54.0
11195,6,1,13.505066000000001,2006,98,0,6,116.0
11196,15,1,2.70213,1967,55,0,5,28.0
11197,14,1,0.361798,2005,97,0,4,3.0
11198,2,13,0.717874,1936,69,0,6,11.0
11199,3,1,3.172765,2006,95,0,6,53.0
11200,20,1,11.902353999999999,2007,114,0,5,1754.0
11201,2,1,6.885358999999999,2007,110,0,6,174.0
11202,3,1,6.063809,2007,100,0,6,19.0
11203,3,1,7.196688000000001,2007,96,0,6,569.0
11204,20,1,8.140941,2007,101,0,6,1045.0
11205,8,1,4.468247,2007,84,0,5,72.0
11206,2,1,7.050403,2006,116,0,6,247.0
11207,3,1,2.268351,2006,96,0,5,27.0
11208,2,1,1.2623389999999999,2005,93,0,6,12.0
11209,3,1,3.3467510000000003,2005,102,0,5,9.0
11210,3,28,0.004974,1978,99,0,8,7.0
11211,7,13,1.2677559999999999,1985,132,0,5,4.0
11212,14,1,0.95225,2006,85,0,6,10.0
11213,3,40,1.7128150000000002,2005,108,0,7,32.0
11214,2,1,19.651792999999998,2006,90,0,6,83.0
11215,2,4,3.9476139999999997,1976,129,0,4,20.0
11216,2,1,2.529274,2005,176,0,7,25.0
11217,2,1,5.230003,2006,89,0,6,61.0
11218,3,1,2.2557810000000003,2006,96,0,3,16.0
11219,9,1,3.40004,1968,93,0,6,10.0
11220,3,1,3.68961,1987,91,0,5,70.0
11221,8,13,0.9635360000000001,1966,86,0,7,7.0
11222,8,4,1.306016,1962,123,0,6,11.0
11223,2,1,1.343551,1959,77,0,5,12.0
11224,5,1,2.0303419999999996,1970,90,0,6,21.0
11225,6,1,13.535195000000002,2007,121,0,7,2252.0
11226,3,1,1.300278,1966,104,0,6,2.0
11227,8,8,7.261696000000001,1978,115,0,7,72.0
11228,3,1,1.7348029999999999,1935,68,0,6,25.0
11229,8,1,0.0339,1974,170,0,6,6.0
11230,2,1,1.393818,1960,110,0,7,7.0
11231,6,1,3.277457,2006,99,0,4,33.0
11232,6,4,5.298931,2004,100,0,7,125.0
11233,16,4,1.7178360000000001,2006,118,0,6,22.0
11234,2,10,0.9520549999999999,2002,106,0,6,14.0
11235,5,1,1.494525,1943,66,0,6,18.0
11236,2,10,0.22433000000000003,2006,102,0,7,5.0
11237,3,12,3.4590980000000005,1971,95,0,6,13.0
11238,6,1,3.5380010000000004,1995,105,0,6,43.0
11239,15,1,2.548705,1998,120,0,7,19.0
11240,3,4,2.987674,1972,111,0,6,36.0
11241,2,7,0.796554,2004,81,0,7,9.0
11242,8,1,9.41746,2007,96,0,5,880.0
11243,2,1,4.217411,2006,129,0,6,64.0
11244,2,2,1.475074,2004,90,0,6,2.0
11245,14,1,1.369146,2007,89,0,7,13.0
11246,14,1,0.541397,2006,94,0,6,6.0
11247,2,1,20.346477,2006,117,0,7,95.0
11248,2,1,4.387586,2005,152,0,7,112.0
11249,3,1,4.619056,2005,87,0,4,70.0
11250,3,1,1.884204,1986,100,0,6,26.0
11251,3,1,4.604439,1987,95,0,3,47.0
11252,2,4,0.690606,1962,88,0,6,16.0
11253,8,1,1.280643,1998,85,0,6,4.0
11254,6,1,19.083823000000002,2007,157,0,7,2080.0
11255,8,25,4.2068970000000006,2005,108,0,7,65.0
11256,2,35,0.000308,1972,316,0,5,1.0
11257,17,1,8.232154,1993,89,0,6,57.0
11258,20,1,6.176386,2007,99,0,5,80.0
11259,6,1,2.5743169999999997,1943,14,0,7,57.0
11260,8,1,11.356011,2007,100,0,5,666.0
11261,20,1,0.717595,2006,90,0,4,4.0
11262,3,1,3.8744080000000003,2006,96,0,5,46.0
11263,9,1,0.43634799999999996,2005,75,0,5,4.0
11264,20,10,1.5356459999999998,2004,125,0,6,19.0
11265,3,1,0.650914,1984,96,0,5,11.0
11266,2,1,1.422501,1980,105,0,6,10.0
11267,1,1,7.751536,2003,70,0,5,166.0
11268,8,1,1.499865,1940,100,0,6,24.0
11269,11,1,5.09336,2006,114,0,6,78.0
11270,8,1,18.108407999999997,2006,117,0,7,5092.0
11271,5,1,4.7841309999999995,2006,99,0,5,64.0
11272,2,1,3.353767,1953,120,0,6,37.0
11273,3,1,0.360971,1936,84,0,7,2.0
11274,3,1,0.22283200000000003,1947,94,0,10,1.0
11275,2,1,5.140016,2006,92,0,6,131.0
11276,4,1,6.183051,2007,94,0,5,116.0
11277,2,2,6.18064,2006,104,0,6,215.0
11278,5,14,9.386916000000001,2006,119,0,6,546.0
11279,2,1,1.099317,1963,174,0,5,18.0
11280,2,17,1.0100850000000001,2000,117,0,4,5.0
11281,2,1,0.860383,2006,111,0,6,2.0
11282,20,1,0.781841,1991,90,0,3,4.0
11283,3,1,0.50835,1961,133,0,3,9.0
11284,2,1,7.829737,2007,120,0,6,325.0
11285,2,1,4.010441,2006,96,0,5,65.0
11286,2,1,1.829632,1961,100,0,6,21.0
11287,2,1,4.273271,2006,122,0,6,50.0
11288,2,1,0.769035,2004,102,0,6,4.0
11289,8,13,1.315014,1965,100,0,5,13.0
11290,2,1,4.030926999999999,1928,88,0,7,16.0
11291,3,1,3.9660660000000005,2007,90,0,5,56.0
11292,2,1,0.753558,2006,103,0,4,5.0
11293,11,1,3.310593,1960,119,0,6,16.0
11294,5,1,2.8917770000000003,2006,94,0,6,48.0
11295,5,1,2.064359,2004,93,0,5,9.0
11296,20,1,10.163764,2007,96,0,5,391.0
11297,5,1,10.763622,2007,89,0,6,533.0
11298,2,1,10.027137,2007,124,0,7,340.0
11299,2,1,1.8963720000000002,2007,104,0,5,16.0
11300,8,1,14.246917999999999,2007,124,0,6,1495.0
11301,5,1,5.559312,2007,89,0,5,355.0
11302,4,1,11.358363,2007,90,0,6,349.0
11303,2,1,1.502873,2005,90,0,6,10.0
11304,6,1,1.625032,2006,123,0,5,25.0
11305,9,4,0.62167,1970,100,0,7,9.0
11306,8,1,8.762777,2005,112,0,4,17.0
11307,9,1,0.439309,1951,78,0,6,4.0
11308,3,2,2.084571,2006,106,0,6,27.0
11309,2,6,7.440511,2006,145,0,7,288.0
11310,2,13,2.187385,2006,121,0,7,17.0
11311,2,1,1.211471,2006,88,0,5,9.0
11312,2,13,0.504985,1949,95,0,7,13.0
11313,3,5,1.342194,1996,78,0,8,23.0
11314,2,5,0.552003,1998,76,0,6,5.0
11315,2,1,0.012313,1988,85,0,4,7.0
11316,3,1,1.065015,2002,100,0,4,4.0
11317,2,1,1.134522,1959,117,0,5,5.0
11318,3,20,1.67028,2002,110,0,7,29.0
11319,2,1,0.424025,1941,91,0,5,4.0
11320,2,2,2.725099,2003,111,0,5,21.0
11321,8,1,0.319771,2007,105,0,6,6.0
11322,3,1,2.5716650000000003,2005,100,0,6,10.0
11323,6,21,1.489647,1988,116,0,7,16.0
11324,2,1,4.285717,1951,120,0,6,10.0
11325,3,1,4.520783,2006,94,0,5,54.0
11326,2,1,1.3094219999999999,1957,91,0,6,13.0
11327,6,1,12.153493,2007,99,0,6,209.0
11328,8,1,5.956794,2007,93,0,5,578.0
11329,14,1,0.078565,2004,78,0,5,1.0
11330,2,12,0.264445,2005,84,0,6,4.0
11331,3,1,6.370205,2007,92,0,5,152.0
11332,20,1,9.825841,2007,99,0,5,209.0
11333,4,1,7.078447,2007,111,0,6,44.0
11334,7,1,10.529575999999999,2007,95,0,6,787.0
11335,14,1,1.078379,2006,100,0,6,12.0
11336,8,4,9.461686,1978,99,0,5,63.0
11337,10,1,5.034585,2006,115,0,6,147.0
11338,2,1,0.561833,1933,69,0,8,3.0
11339,17,1,12.715571,2007,107,0,7,1210.0
11340,3,1,0.380048,1934,80,0,6,5.0
11341,2,1,2.331416,2006,104,0,6,44.0
11342,3,2,4.057695,2005,100,0,5,73.0
11343,3,1,4.78586,2006,116,0,6,60.0
11344,6,1,4.665032,1950,106,0,6,8.0
11345,2,29,1.605995,1995,176,0,7,12.0
11346,4,2,10.77037,2005,102,0,6,44.0
11347,2,4,1.96765,1974,103,0,7,28.0
11348,3,13,1.1866079999999999,1997,103,0,7,10.0
11349,7,1,6.353239,1966,26,0,7,364.0
11350,17,13,11.024939999999999,2006,95,0,6,40.0
11351,2,1,5.91265,2006,114,0,6,100.0
11352,6,1,9.925255,2007,109,0,5,242.0
11353,20,1,18.006895999999998,2007,105,0,6,1038.0
11354,4,1,11.101549,2007,99,0,5,173.0
11355,7,1,2.813335,2007,86,0,6,35.0
11356,2,1,0.397268,1947,112,0,6,5.0
11357,2,1,2.352594,1978,114,0,6,34.0
11358,2,10,7.530264,1970,95,0,7,42.0
11359,3,1,1.610123,2006,82,0,6,7.0
11360,9,1,6.300001,2005,93,0,5,16.0
11361,8,1,3.2151549999999998,2007,95,0,4,46.0
11362,2,3,0.9458709999999999,2006,140,0,7,10.0
11363,14,1,0.485044,1969,101,0,6,6.0
11364,8,1,7.051042,1973,98,0,6,20.0
11365,11,2,11.710507000000002,2007,140,0,7,433.0
11366,3,1,0.20496999999999999,1973,82,0,7,5.0
11367,3,1,13.534117000000002,2006,102,0,6,31.0
11368,2,1,1.857722,1991,108,0,6,26.0
11369,2,1,5.615957,2006,96,0,5,152.0
11370,20,1,10.113628,2007,113,0,7,908.0
11371,8,1,11.802069,2006,86,0,6,130.0
11372,2,14,0.882777,2006,127,0,7,7.0
11373,2,1,0.5537270000000001,1947,103,0,4,5.0
11374,6,8,11.366852,1990,95,0,5,26.0
11375,5,1,7.712308999999999,2007,80,0,6,406.0
11376,5,1,1.301056,1959,69,0,4,11.0
11377,5,7,5.865702,1993,105,0,7,67.0
11378,11,1,9.351275999999999,2007,97,0,5,163.0
11379,3,1,1.873214,2006,100,0,6,20.0
11380,5,1,1.209468,1941,65,0,5,8.0
11381,13,1,10.19853,2007,90,0,6,682.0
11382,3,1,3.3117059999999996,2004,83,0,6,17.0
11383,6,1,6.097503,2007,102,0,6,148.0
11384,3,1,7.364205999999999,2007,108,0,4,29.0
11385,8,1,12.256231,2007,113,0,5,219.0
11386,1,1,27.614265000000003,2007,139,0,5,3687.0
11387,2,1,5.731132,2007,124,0,5,83.0
11388,3,1,1.991539,2002,100,0,5,15.0
11389,2,1,7.437611,1950,109,0,6,13.0
11390,14,1,1.554186,1977,100,0,7,18.0
11391,3,1,1.649473,2006,103,0,4,5.0
11392,8,13,1.51898,2006,127,0,6,13.0
11393,14,1,2.814765,2006,89,0,7,20.0
11394,3,20,0.565893,2002,105,0,6,3.0
11395,4,13,9.409701,2006,115,0,6,278.0
11396,2,1,5.44131,1949,94,0,7,20.0
11397,20,1,6.595038000000001,1988,85,0,5,87.0
11398,3,1,2.187418,2007,97,0,5,22.0
11399,2,1,1.7240119999999999,2006,101,0,4,21.0
11400,2,2,0.860734,2005,124,0,6,17.0
11401,3,1,3.662818,2006,96,0,5,10.0
11402,3,1,5.976385,2006,90,0,5,64.0
11403,2,14,1.3452879999999998,2004,88,0,6,6.0
11404,7,13,7.1280220000000005,2006,90,0,7,416.0
11405,2,1,2.228211,2006,96,0,6,14.0
11406,3,1,1.094282,1935,95,0,5,12.0
11407,8,1,3.183964,1951,92,0,6,7.0
11408,2,36,1.851507,2006,105,0,7,18.0
11409,2,1,11.054764,2006,105,0,6,62.0
11410,7,1,2.0364400000000002,1985,86,0,7,22.0
11411,2,5,0.336821,2003,105,0,6,7.0
11412,1,11,7.42908,2006,132,0,6,170.0
11413,2,1,2.514638,2006,101,0,7,370.0
11414,2,8,1.294122,2004,110,0,6,14.0
11415,2,1,6.1571620000000005,2006,110,0,6,54.0
11416,3,1,9.058516000000001,2007,129,0,6,1255.0
11417,13,1,7.768045,2007,117,0,6,738.0
11418,14,1,0.6109319999999999,2006,90,0,5,16.0
11419,8,8,0.368264,1981,100,0,6,8.0
11420,5,1,12.884191,2007,100,0,6,1225.0
11421,3,1,7.281642999999999,2007,113,0,5,130.0
11422,8,1,7.472886999999999,2007,90,0,4,42.0
11423,11,8,7.068828999999999,1984,108,0,7,66.0
11424,14,1,0.870182,2006,86,0,6,15.0
11425,2,1,1.108833,1932,83,0,7,11.0
11426,2,1,3.636449,2006,131,0,5,45.0
11427,14,13,0.643658,1965,170,0,8,7.0
11428,2,1,1.580085,1949,88,0,5,20.0
11429,5,1,0.583192,2006,87,0,2,7.0
11430,1,1,14.072479000000001,2007,93,0,6,2355.0
11431,2,1,10.357064,2007,85,0,7,457.0
11432,4,1,31.363664,2007,169,0,6,4627.0
11433,5,1,5.911303,2006,102,0,6,167.0
11434,2,1,7.423812,2007,120,0,6,543.0
11435,8,1,4.482739,2007,97,0,4,61.0
11436,2,1,2.961621,2007,97,0,6,17.0
11437,1,1,12.494010000000001,2006,92,0,5,123.0
11438,20,1,6.992152000000001,2004,106,0,6,173.0
11439,3,1,5.052905,2006,118,0,6,19.0
11440,5,1,1.199625,1951,70,0,5,15.0
11441,14,1,2.168812,2007,76,0,5,22.0
11442,2,14,4.369975,2006,105,0,7,126.0
11443,8,8,4.154861,2006,94,0,6,55.0
11444,3,1,5.327507,2007,87,0,6,77.0
11445,6,1,8.552967,2007,108,0,5,323.0
11446,2,4,2.763792,1959,137,0,7,45.0
11447,20,1,4.148276,2006,90,0,5,82.0
11448,2,1,0.27855100000000005,2006,94,0,6,5.0
11449,2,1,10.158533,2006,102,0,6,369.0
11450,6,1,12.16276,2007,122,0,6,2040.0
11451,20,2,4.692506,2006,77,0,6,147.0
11452,12,2,0.446475,2006,91,0,6,10.0
11453,4,1,1.372493,2006,90,0,6,21.0
11454,3,2,3.620977,2006,94,0,5,83.0
11455,3,7,3.767086,1999,101,0,6,27.0
11456,17,13,1.8382189999999998,1992,102,0,6,28.0
11457,8,13,2.672437,1995,103,0,6,30.0
11458,8,13,1.541436,1991,103,0,6,28.0
11459,20,1,0.8728459999999999,1943,69,0,6,15.0
11460,2,1,0.661871,1944,91,0,5,5.0
11461,3,13,1.4163139999999999,2001,122,0,6,12.0
11462,6,1,2.3923669999999997,2006,78,0,6,20.0
11463,5,1,8.916747,2007,93,0,5,464.0
11464,2,1,1.996129,1940,94,0,7,25.0
11465,9,1,6.198003,2007,85,0,6,126.0
11466,3,1,1.6506880000000002,1980,104,0,8,4.0
11467,1,1,1.986584,1978,94,0,4,33.0
11468,7,1,11.526339,2007,85,0,5,616.0
11469,4,1,12.924254,2007,92,0,5,2648.0
11470,8,1,5.172308,2007,99,0,5,146.0
11471,11,1,5.284805,2006,91,0,6,137.0
11472,3,1,0.038843,2005,84,0,5,1.0
11473,14,1,0.24765900000000002,2006,74,0,6,6.0
11474,8,1,13.412137,2007,113,0,6,1359.0
11475,17,1,0.892476,1953,66,0,3,17.0
11476,4,1,9.604564,2006,126,0,6,339.0
11477,2,1,0.7310300000000001,1940,88,0,6,8.0
11478,2,1,0.567427,1935,83,0,7,2.0
11479,3,1,7.118689999999999,2005,96,0,5,27.0
11480,3,1,4.681832,2006,87,0,6,19.0
11481,3,1,7.696022999999999,2006,85,0,6,131.0
11482,8,1,2.5354900000000002,1939,104,0,6,17.0
11483,2,1,2.286543,2005,92,0,5,34.0
11484,2,7,7.505997,2006,112,0,7,31.0
11485,2,25,1.580642,2004,101,0,5,8.0
11486,2,1,12.061386,1967,148,0,6,34.0
11487,2,2,1.1334389999999999,2006,110,0,5,14.0
11488,2,3,2.230957,2006,108,0,6,30.0
11489,8,8,3.1055,2004,90,0,6,32.0
11490,3,1,1.573576,2007,90,0,6,29.0
11491,13,1,3.794133,1985,187,0,6,15.0
11492,14,2,0.432432,1956,78,0,6,8.0
11493,8,8,8.311721,2006,110,0,7,46.0
11494,3,1,0.316359,2006,99,0,5,152.0
11495,2,1,1.899992,1976,198,0,7,25.0
11496,3,1,0.177696,1967,74,0,7,5.0
11497,11,4,4.092146,1954,85,0,7,50.0
11498,2,1,0.003013,1992,82,0,5,8.0
11499,14,1,0.037099,1997,78,0,5,1.0
11500,8,1,0.8728950000000001,1954,103,0,7,8.0
11501,3,1,2.354286,1985,109,0,4,6.0
11502,2,1,0.950147,1973,111,0,6,2.0
11503,2,1,0.531492,1999,90,0,4,4.0
11504,2,1,0.689138,1990,100,0,5,3.0
11505,3,1,0.003553,1991,95,0,6,3.0
11506,2,1,0.769742,1920,79,0,5,13.0
11507,2,1,1.403067,1957,80,0,5,8.0
